<<,Price
^,1524499200,6
^,1524240000,6.010000
^,1524153600,5.990000
^,1524067200,6
^,1523980800,6
^,1523894400,5.970000
^,1523635200,6
^,1523548800,6
^,1523462400,6.010000
^,1523376000,6.020000
^,1523289600,6
^,1523030400,6.030000
^,1522944000,6.030000
^,1522857600,6.020000
^,1522771200,6.050000
^,1522339200,6.040000
^,1522252800,6.070000
^,1522166400,6.100000
^,1522080000,6.060000
^,1521820800,6.060000
^,1521734400,6.090000
^,1521648000,6.050000
^,1521561600,6.080000
^,1521475200,6.090000
^,1521216000,6.100000
^,1521129600,6.110000
^,1521043200,6.100000
^,1520956800,6.100000
^,1520870400,6.080000
^,1520611200,6.080000
^,1520524800,6.100000
^,1520438400,6.090000
^,1520352000,6.080000
^,1520265600,6.090000
^,1520006400,6.060000
^,1519920000,6.050000
^,1519833600,6.090000
^,1519747200,6.100000
^,1519660800,6.070000
^,1519401600,6.100000
^,1519387200,6.113853
^,1519315200,6.110000
^,1519228800,6.110000
^,1519142400,6.130000
^,1519056000,6.110000
^,1518796800,6.100000
^,1518710400,6.070000
^,1518624000,6.050000
^,1518537600,6.050000
^,1518451200,6.050000
^,1518192000,6.070000
^,1518105600,6.150000
^,1518019200,6.240000
^,1517932800,6.150000
^,1517846400,6.260000
^,1517587200,6.320000
^,1517500800,6.330000
^,1517414400,6.310000
^,1517328000,6.360000
^,1517241600,6.390000
^,1516896000,6.390000
^,1516809600,6.360000
^,1516723200,6.350000
^,1516636800,6.350000
^,1516377600,6.300000
^,1516291200,6.310000
^,1516204800,6.320000
^,1516118400,6.340000
^,1516032000,6.340000
^,1515772800,6.320000
^,1515686400,6.300000
^,1515600000,6.350000
^,1515513600,6.350000
^,1515427200,6.360000
^,1515168000,6.340000
^,1515081600,6.300000
^,1514995200,6.270000
^,1514908800,6.240000
^,1514563200,6.240000
^,1514476800,6.240000
^,1514390400,6.180000
^,1513958400,6.190000
^,1513872000,6.190000
^,1513785600,6.180000
^,1513699200,6.150000
^,1513612800,6.120000
^,1513353600,6.100000
^,1513267200,6.150000
^,1513180800,6.110000
^,1513094400,6.090000
^,1513008000,6.070000
^,1512748800,6.080000
^,1512662400,6.130000
^,1512576000,6.080000
^,1512489600,6.030000
^,1512403200,6.040000
^,1512144000,6.030000
^,1512057600,6.020000
^,1511971200,6.080000
^,1511884800,6.050000
^,1511798400,6.040000
^,1511452800,6.020000
^,1511366400,6.030000
^,1511280000,6.020000
^,1511193600,6.010000
^,1510934400,6.030000
^,1510761600,6
^,1510675200,5.980000
^,1510588800,6
^,1510329600,5.960000
^,1510243200,5.980000
^,1509984000,5.940000
^,1509638400,5.980000
^,1509552000,5.930000
^,1509465600,5.950000
^,1509379200,5.910000
^,1509120000,5.920000
^,1508515200,5.940000
^,1508342400,5.930000
^,1508256000,5.940000
^,1508169600,5.910000
^,1507910400,5.950000
^,1507824000,5.940000
^,1507737600,5.910000
^,1507651200,5.870000
^,1507564800,5.880000
^,1507305600,5.910000
^,1507132800,5.890000
^,1507046400,5.900000
^,1506960000,5.840000
^,1506700800,5.800000
^,1506614400,5.830000
^,1506528000,5.790000
^,1506441600,5.820000
^,1506355200,5.840000
^,1506096000,5.880000
^,1506009600,5.850000
^,1505923200,5.880000
^,1505836800,5.870000
^,1505750400,5.850000
^,1505491200,5.890000
^,1505404800,5.840000
^,1505232000,5.870000
^,1504886400,5.850000
^,1504713600,5.880000
^,1504627200,5.890000
^,1504540800,5.900000
^,1504281600,5.890000
^,1504195200,5.870000
^,1504108800,5.880000
^,1504094400,5.925092
^,1504022400,5.850000
^,1503936000,5.860000
^,1503590400,5.870000
^,1503504000,5.880000
^,1503331200,5.900000
^,1503072000,5.930000
^,1502985600,5.900000
^,1502899200,5.910000
^,1502812800,5.950000
^,1502726400,5.930000
^,1502467200,5.900000
^,1502294400,5.930000
^,1502208000,5.940000
^,1502121600,6.100000
^,1501862400,6.090000
^,1501776000,6.120000
^,1501689600,6.130000
^,1501516800,6.110000
^,1501257600,6.060000
^,1501171200,6.120000
^,1501084800,6.100000
^,1500998400,6.040000
^,1500912000,6.020000
^,1500652800,6.050000
^,1500566400,5.980000
^,1500393600,5.970000
^,1500307200,5.960000
^,1500048000,5.940000
^,1499961600,5.950000
^,1499875200,5.880000
^,1499702400,5.860000
^,1499443200,5.840000
^,1499356800,5.860000
^,1499270400,5.870000
^,1499184000,5.860000
^,1499097600,5.840000
^,1498838400,5.810000
^,1498752000,5.840000
^,1498665600,5.780000
^,1498579200,5.770000
^,1498492800,5.780000
^,1498233600,5.770000
^,1498147200,5.780000
^,1498060800,5.770000
^,1497974400,5.760000
^,1497888000,5.770000
^,1497628800,5.750000
^,1497542400,5.710000
^,1497456000,5.730000
^,1497369600,5.670000
^,1497024000,5.650000
^,1496937600,5.660000
^,1496851200,5.690000
^,1496764800,5.680000
^,1496678400,5.750000
^,1496419200,5.790000
^,1496332800,5.760000
^,1496246400,5.750000
^,1496160000,5.760000
^,1496073600,5.790000
^,1495814400,5.780000
^,1495728000,5.800000
^,1495641600,5.790000
^,1495555200,5.810000
^,1495468800,5.790000
^,1495123200,5.800000
^,1495036800,5.860000
^,1494950400,5.910000
^,1494864000,5.850000
^,1494604800,5.890000
^,1494518400,5.910000
^,1494432000,5.870000
^,1494259200,5.850000
^,1494000000,5.840000
^,1493913600,5.850000
^,1493740800,5.860000
^,1493654400,5.830000
^,1493308800,5.810000
^,1493222400,5.830000
^,1493049600,5.790000
^,1492790400,5.810000
^,1492617600,5.770000
^,1492531200,5.760000
^,1492099200,5.800000
^,1492012800,5.830000
^,1491926400,5.810000
^,1491840000,5.790000
^,1491580800,5.770000
^,1491494400,5.800000
^,1491321600,5.820000
^,1491235200,5.780000
^,1490976000,5.760000
^,1490889600,5.780000
^,1490803200,5.770000
^,1490716800,5.740000
^,1490371200,5.730000
^,1490284800,5.750000
^,1490198400,5.700000
^,1490112000,5.760000
^,1490025600,5.720000
^,1489766400,5.740000
^,1489680000,5.750000
^,1489593600,5.740000
^,1489507200,5.720000
^,1489420800,5.740000
^,1489161600,5.750000
^,1488988800,5.710000
^,1488902400,5.720000
^,1488816000,5.700000
^,1488556800,5.710000
^,1488470400,5.750000
^,1488384000,5.700000
^,1488297600,5.740000
^,1488211200,5.810000
^,1487952000,5.830000
^,1487937600,5.838690
^,1487779200,5.870000
^,1487347200,5.860000
^,1487260800,5.880000
^,1487246400,5.880000
^,1487174400,5.870000
^,1487088000,5.860000
^,1487001600,5.850000
^,1486742400,5.840000
^,1486656000,5.830000
^,1486569600,5.820000
^,1486483200,5.830000
^,1486396800,5.960000
^,1486137600,5.980000
^,1486051200,5.960000
^,1485964800,5.940000
^,1485792000,5.920000
^,1485532800,5.960000
^,1485360000,5.900000
^,1485273600,5.860000
^,1485187200,5.850000
^,1484841600,5.880000
^,1484755200,5.870000
^,1484668800,5.910000
^,1484582400,5.920000
^,1484236800,5.910000
^,1484150400,5.920000
^,1484064000,5.910000
^,1483977600,5.880000
^,1483718400,5.890000
^,1483632000,5.840000
^,1483545600,5.870000
^,1483459200,5.820000
^,1483113600,5.760000
^,1483027200,5.800000
^,1482940800,5.790000
^,1482422400,5.770000
^,1482336000,5.760000
^,1482249600,5.770000
^,1482163200,5.730000
^,1481904000,5.700000
^,1481817600,5.690000
^,1481731200,5.760000
^,1481558400,5.750000
^,1481299200,5.740000
^,1481212800,5.730000
^,1481040000,5.750000
^,1480953600,5.720000
^,1480694400,5.730000
^,1480521600,5.750000
^,1480435200,5.730000
^,1480348800,5.720000
^,1480089600,5.740000
^,1480003200,5.730000
^,1479916800,5.740000
^,1479830400,5.750000
^,1479744000,5.740000
^,1479398400,5.730000
^,1479312000,5.750000
^,1479225600,5.780000
^,1479139200,5.750000
^,1478880000,5.740000
^,1478793600,5.790000
^,1478707200,5.650000
^,1478620800,5.760000
^,1478534400,5.740000
^,1478275200,5.720000
^,1478188800,5.700000
^,1478102400,5.690000
^,1478016000,5.800000
^,1477929600,5.730000
^,1477670400,5.670000
^,1477497600,5.700000
^,1477411200,5.760000
^,1477324800,5.790000
^,1477065600,5.800000
^,1476979200,5.810000
^,1476806400,5.830000
^,1476460800,5.810000
^,1476374400,5.850000
^,1476288000,5.860000
^,1476201600,5.830000
^,1476115200,5.720000
^,1475769600,5.700000
^,1475683200,5.690000
^,1475596800,5.670000
^,1475510400,5.680000
^,1475251200,5.700000
^,1475164800,5.660000
^,1475078400,5.680000
^,1474992000,5.660000
^,1474905600,5.640000
^,1474646400,5.630000
^,1474560000,5.640000
^,1474473600,5.570000
^,1474387200,5.560000
^,1474300800,5.570000
^,1473955200,5.590000
^,1473868800,5.570000
^,1473782400,5.610000
^,1473696000,5.580000
^,1473436800,5.610000
^,1473177600,5.630000
^,1473091200,5.600000
^,1472832000,5.610000
^,1472745600,5.630000
^,1472572800,5.650000
^,1472558400,5.940217
^,1472486400,5.690000
^,1472227200,5.670000
^,1472140800,5.680000
^,1472054400,5.700000
^,1471881600,5.680000
^,1471363200,5.670000
^,1471276800,5.710000
^,1471017600,5.720000
^,1470931200,5.670000
^,1470844800,5.710000
^,1470758400,5.730000
^,1470672000,5.900000
^,1470412800,5.890000
^,1470326400,5.880000
^,1470240000,5.830000
^,1470153600,5.880000
^,1470067200,5.930000
^,1469808000,5.920000
^,1469721600,5.890000
^,1469635200,5.930000
^,1469548800,5.870000
^,1469462400,5.850000
^,1469203200,5.790000
^,1469116800,5.820000
^,1469030400,5.770000
^,1468857600,5.700000
^,1468512000,5.710000
^,1468425600,5.720000
^,1468339200,5.710000
^,1468252800,5.680000
^,1467993600,5.600000
^,1467907200,5.610000
^,1467734400,5.640000
^,1467648000,5.630000
^,1467388800,5.640000
^,1467302400,5.610000
^,1467216000,5.630000
^,1467129600,5.540000
^,1467043200,5.560000
^,1466784000,5.500000
^,1466524800,5.530000
^,1466438400,5.590000
^,1466179200,5.520000
^,1466092800,5.530000
^,1466006400,5.520000
^,1465920000,5.500000
^,1465488000,5.630000
^,1465401600,5.620000
^,1465315200,5.640000
^,1464969600,5.620000
^,1464796800,5.600000
^,1464710400,5.640000
^,1464624000,5.650000
^,1464364800,5.670000
^,1464192000,5.650000
^,1464105600,5.630000
^,1464019200,5.610000
^,1463673600,5.640000
^,1463587200,5.680000
^,1463500800,5.660000
^,1463414400,5.610000
^,1463155200,5.600000
^,1462896000,5.640000
^,1462809600,5.610000
^,1462550400,5.630000
^,1462377600,5.610000
^,1462291200,5.590000
^,1462204800,5.560000
^,1461945600,5.540000
^,1461859200,5.570000
^,1461772800,5.580000
^,1461686400,5.570000
^,1461340800,5.560000
^,1461254400,5.570000
^,1461168000,5.530000
^,1461081600,5.520000
^,1460995200,5.500000
^,1460736000,5.530000
^,1460649600,5.580000
^,1460476800,5.610000
^,1460390400,5.550000
^,1460131200,5.520000
^,1460044800,5.610000
^,1459958400,5.560000
^,1459872000,5.450000
^,1459785600,5.560000
^,1459526400,5.480000
^,1459440000,5.530000
^,1459267200,5.520000
^,1458835200,5.500000
^,1458748800,5.560000
^,1458662400,5.590000
^,1458576000,5.640000
^,1458316800,5.650000
^,1458230400,5.660000
^,1458144000,5.640000
^,1458057600,5.620000
^,1457971200,5.650000
^,1457712000,5.640000
^,1457625600,5.650000
^,1457539200,5.690000
^,1457452800,5.620000
^,1457366400,5.660000
^,1457107200,5.630000
^,1457020800,5.550000
^,1456934400,5.510000
^,1456848000,5.480000
^,1456761600,5.450000
^,1456502400,5.510000
^,1456329600,5.520000
^,1455897600,5.600000
^,1455883200,5.417778
^,1455811200,5.610000
^,1455724800,5.520000
^,1455638400,5.500000
^,1455552000,5.510000
^,1455292800,5.390000
^,1455206400,5.510000
^,1455120000,5.380000
^,1455033600,5.460000
^,1454947200,5.510000
^,1454688000,5.530000
^,1454601600,5.610000
^,1454515200,5.590000
^,1454428800,5.800000
^,1454342400,5.710000
^,1454083200,5.780000
^,1453996800,5.800000
^,1453737600,5.720000
^,1453478400,5.700000
^,1453392000,5.690000
^,1453305600,5.600000
^,1453219200,5.690000
^,1453132800,5.540000
^,1452873600,5.500000
^,1452787200,5.600000
^,1452700800,5.670000
^,1452614400,5.700000
^,1452528000,5.780000
^,1452268800,5.880000
^,1452182400,5.950000
^,1452096000,5.880000
^,1452009600,5.900000
^,1451923200,5.940000
^,1451577600,5.950000
^,1451491200,5.930000
^,1451404800,5.920000
^,1450972800,5.870000
^,1450886400,5.860000
^,1450800000,5.810000
^,1450713600,5.850000
^,1450454400,5.840000
^,1450368000,5.760000
^,1450281600,5.800000
^,1450195200,5.820000
^,1450108800,5.780000
^,1449849600,5.800000
^,1449763200,5.720000
^,1449676800,5.790000
^,1449590400,5.800000
^,1449504000,5.760000
^,1449244800,5.720000
^,1449158400,5.750000
^,1449072000,5.710000
^,1448985600,5.750000
^,1448899200,5.740000
^,1448640000,5.750000
^,1448553600,5.770000
^,1448467200,5.750000
^,1448380800,5.730000
^,1448294400,5.790000
^,1448035200,5.770000
^,1447948800,5.780000
^,1447862400,5.740000
^,1447776000,5.710000
^,1447689600,5.750000
^,1447430400,5.720000
^,1447344000,5.810000
^,1447171200,5.820000
^,1447084800,5.830000
^,1446825600,5.850000
^,1446739200,5.950000
^,1446652800,5.900000
^,1446566400,5.890000
^,1446480000,5.840000
^,1446220800,5.830000
^,1446134400,5.890000
^,1446048000,5.910000
^,1445961600,5.900000
^,1445875200,5.870000
^,1445529600,5.830000
^,1445443200,5.840000
^,1445356800,5.850000
^,1445011200,5.830000
^,1444924800,5.880000
^,1444838400,5.820000
^,1444406400,5.830000
^,1444320000,5.800000
^,1444233600,5.710000
^,1444147200,5.680000
^,1444060800,5.670000
^,1443801600,5.650000
^,1443715200,5.710000
^,1443628800,5.700000
^,1443542400,5.720000
^,1443456000,5.750000
^,1443196800,5.730000
^,1443110400,5.780000
^,1443024000,5.760000
^,1442937600,5.800000
^,1442851200,5.870000
^,1442592000,5.850000
^,1442505600,5.830000
^,1442419200,5.880000
^,1442332800,5.830000
^,1442246400,5.900000
^,1441987200,5.870000
^,1441900800,5.890000
^,1441814400,5.950000
^,1441728000,5.780000
^,1441641600,5.770000
^,1441382400,5.760000
^,1441296000,5.940000
^,1441209600,5.900000
^,1441123200,5.840000
^,1441036800,5.900000
^,1440777600,6.020000
^,1440763200,6.065818
^,1440691200,6.070000
^,1440604800,6.100000
^,1440518400,6.050000
^,1440432000,5.870000
^,1440172800,6.060000
^,1440086400,6.070000
^,1440000000,6.160000
^,1439913600,6.140000
^,1439827200,6.210000
^,1439568000,6.200000
^,1439481600,6.110000
^,1439308800,6.140000
^,1439222400,6.150000
^,1438963200,6.220000
^,1438876800,6.340000
^,1438790400,6.440000
^,1438704000,6.420000
^,1438617600,6.400000
^,1438358400,6.390000
^,1438272000,6.350000
^,1438185600,6.360000
^,1438099200,6.300000
^,1438012800,6.310000
^,1437753600,6.300000
^,1437667200,6.380000
^,1437580800,6.330000
^,1437494400,6.310000
^,1437408000,6.300000
^,1437148800,6.250000
^,1437062400,6.220000
^,1436976000,6.250000
^,1436889600,6.220000
^,1436803200,6.160000
^,1436544000,6.110000
^,1436371200,6.140000
^,1436284800,6.160000
^,1436198400,6.140000
^,1435852800,6.170000
^,1435766400,6.160000
^,1435680000,6.120000
^,1435593600,6.140000
^,1435334400,6.180000
^,1435248000,6.150000
^,1435161600,6.170000
^,1435075200,6.160000
^,1434988800,6.150000
^,1434729600,6.170000
^,1434643200,6.250000
^,1434556800,6.230000
^,1434470400,6.210000
^,1434384000,6.180000
^,1434124800,6.210000
^,1434038400,6.250000
^,1433952000,6.220000
^,1433865600,6.160000
^,1433851200,6.182920
^,1433520000,6.170000
^,1433433600,6.220000
^,1433260800,6.180000
^,1433174400,6.190000
^,1432915200,6.180000
^,1432828800,6.160000
^,1432742400,6.220000
^,1432569600,6.200000
^,1432310400,6.170000
^,1432224000,6.180000
^,1432137600,6.220000
^,1432051200,6.230000
^,1431964800,6.180000
^,1431705600,6.230000
^,1431619200,6.170000
^,1431532800,6.220000
^,1431446400,6.180000
^,1431360000,6.160000
^,1431100800,6.140000
^,1431014400,6.090000
^,1430928000,6.150000
^,1430841600,6.190000
^,1430755200,6.210000
^,1430323200,6.220000
^,1430236800,6.280000
^,1430150400,6.260000
^,1429891200,6.250000
^,1429804800,6.220000
^,1429718400,6.180000
^,1429632000,6.230000
^,1429545600,6.240000
^,1429286400,6.210000
^,1429113600,6.220000
^,1429027200,6.240000
^,1428940800,6.210000
^,1428681600,6.220000
^,1428595200,6.240000
^,1428508800,6.250000
^,1427990400,6.220000
^,1427904000,6.230000
^,1427817600,6.240000
^,1427731200,6.280000
^,1427472000,6.300000
^,1427385600,6.240000
^,1427299200,6.290000
^,1427212800,6.310000
^,1427126400,6.280000
^,1426867200,6.230000
^,1426780800,6.240000
^,1426694400,6.220000
^,1426608000,6.190000
^,1426521600,6.090000
^,1426262400,6.100000
^,1426003200,6.160000
^,1425916800,6.210000
^,1425571200,6.190000
^,1425484800,6.180000
^,1425398400,6.220000
^,1425312000,6.230000
^,1425052800,6.210000
^,1424966400,6.170000
^,1424793600,6.140000
^,1424433600,5.959912
^,1424361600,6.130000
^,1424275200,6.160000
^,1424188800,6.140000
^,1424102400,6.130000
^,1423843200,6.160000
^,1423756800,6.150000
^,1423584000,6.110000
^,1423497600,6.100000
^,1423238400,6.150000
^,1423152000,6.120000
^,1423065600,6.240000
^,1422979200,6.200000
^,1422892800,6.180000
^,1422633600,6.140000
^,1422374400,6.150000
^,1422028800,6.100000
^,1421856000,6.060000
^,1421424000,6.040000
^,1421337600,6.020000
^,1421251200,6.050000
^,1421164800,6.040000
^,1420819200,6.080000
^,1420732800,6.070000
^,1420646400,6.080000
^,1420560000,6.090000
^,1420473600,6.100000
^,1420214400,6.080000
^,1420041600,6.050000
^,1419955200,6.080000
^,1419868800,6.100000
^,1419436800,6.030000
^,1419350400,6.020000
^,1419264000,6.010000
^,1419004800,6
^,1418918400,5.960000
^,1418832000,5.970000
^,1418745600,5.910000
^,1418659200,5.900000
^,1418400000,5.950000
^,1418313600,5.940000
^,1418227200,6
^,1418054400,5.980000
^,1417795200,5.970000
^,1417622400,5.950000
^,1417536000,5.940000
^,1417449600,5.980000
^,1417190400,6.020000
^,1417104000,6.030000
^,1416931200,6.020000
^,1416844800,6.010000
^,1416499200,6
^,1416412800,6.090000
^,1416326400,6.110000
^,1415980800,6.060000
^,1415894400,6.080000
^,1415808000,6.060000
^,1415721600,6.080000
^,1415635200,6.130000
^,1415376000,6.120000
^,1415289600,6.050000
^,1415203200,5.990000
^,1415030400,6
^,1414771200,5.960000
^,1414684800,5.930000
^,1414598400,5.940000
^,1414425600,5.950000
^,1414166400,5.920000
^,1414080000,5.930000
^,1413993600,5.950000
^,1413907200,5.910000
^,1413820800,5.830000
^,1413561600,5.820000
^,1413475200,5.800000
^,1413388800,5.860000
^,1413216000,5.850000
^,1412956800,5.880000
^,1412870400,5.910000
^,1412784000,5.850000
^,1412697600,5.880000
^,1412611200,5.890000
^,1412265600,5.920000
^,1412179200,5.930000
^,1412092800,5.950000
^,1412006400,5.970000
^,1411747200,6.020000
^,1411660800,6.010000
^,1411574400,6
^,1411488000,6.010000
^,1411401600,6.030000
^,1411142400,6.060000
^,1411056000,6.080000
^,1410969600,6.100000
^,1410883200,6.050000
^,1410796800,6.040000
^,1410537600,6.100000
^,1410364800,6.090000
^,1410278400,6.110000
^,1410192000,6.140000
^,1409932800,6.110000
^,1409846400,6.130000
^,1409760000,6.120000
^,1409673600,6.100000
^,1409587200,6.090000
^,1409328000,6.130000
^,1409313600,6.147641
^,1409241600,6.150000
^,1409155200,6.170000
^,1409068800,6.150000
^,1408982400,6.180000
^,1408636800,6.160000
^,1408550400,6.150000
^,1408464000,6.140000
^,1408377600,6.130000
^,1408118400,6.110000
^,1408032000,6.130000
^,1407945600,6.150000
^,1407859200,6.070000
^,1407772800,6.040000
^,1407513600,6.020000
^,1407427200,6.190000
^,1407340800,6.150000
^,1407254400,6.200000
^,1407168000,6.220000
^,1406908800,6.200000
^,1406822400,6.230000
^,1406736000,6.210000
^,1406649600,6.200000
^,1406563200,6.170000
^,1406304000,6.200000
^,1406131200,6.220000
^,1406044800,6.160000
^,1405958400,6.150000
^,1405699200,6.180000
^,1405612800,6.160000
^,1405526400,6.150000
^,1405353600,6.130000
^,1405094400,6.120000
^,1405008000,6.110000
^,1404921600,6.090000
^,1404835200,6.110000
^,1404748800,6.090000
^,1404489600,6.130000
^,1404403200,6.100000
^,1404316800,6.080000
^,1404230400,6.070000
^,1404144000,6.180000
^,1403884800,6.130000
^,1403798400,6.090000
^,1403712000,6.070000
^,1403625600,6.080000
^,1403539200,6.120000
^,1403280000,6.060000
^,1403193600,6.070000
^,1403107200,6.080000
^,1403020800,6.050000
^,1402934400,6.030000
^,1402675200,6.010000
^,1402588800,6.030000
^,1402502400,6.020000
^,1402416000,6.010000
^,1402070400,6.020000
^,1401897600,6.010000
^,1401811200,6
^,1401724800,6.020000
^,1401465600,6.030000
^,1401379200,5.980000
^,1401292800,5.920000
^,1401120000,5.940000
^,1400774400,5.930000
^,1400688000,5.900000
^,1400601600,5.930000
^,1400515200,5.880000
^,1400256000,5.910000
^,1400083200,5.920000
^,1400068800,5.920000
^,1399651200,5.880000
^,1399564800,5.890000
^,1399478400,5.950000
^,1399392000,5.960000
^,1399305600,5.950000
^,1398787200,5.960000
^,1398700800,5.970000
^,1398182400,5.960000
^,1397750400,6
^,1397664000,5.960000
^,1397491200,5.950000
^,1397232000,5.980000
^,1397145600,5.990000
^,1397059200,6
^,1396972800,5.970000
^,1396627200,6
^,1396540800,5.990000
^,1396454400,6
^,1396368000,5.990000
^,1396281600,6
^,1396022400,5.980000
^,1395936000,5.990000
^,1395849600,6
^,1395763200,5.950000
^,1395676800,5.960000
^,1395417600,6
^,1395331200,5.980000
^,1395244800,6
^,1395158400,5.990000
^,1395072000,5.980000
^,1394812800,6
^,1394726400,6.020000
^,1394553600,6
^,1394467200,6.010000
^,1394208000,6.050000
^,1394121600,6.070000
^,1393948800,6.050000
^,1393862400,6.040000
^,1393516800,6.060000
^,1393430400,6.050000
^,1393257600,6.040000
^,1392984000,5.812174
^,1392912000,6.050000
^,1392825600,6.070000
^,1392739200,6.100000
^,1392652800,6.080000
^,1392393600,6.100000
^,1392307200,6.120000
^,1392220800,6.070000
^,1392134400,6.020000
^,1391788800,6.030000
^,1391702400,6
^,1391616000,5.900000
^,1391529600,6
^,1391443200,6.120000
^,1391184000,6.100000
^,1391097600,6.130000
^,1391011200,6.120000
^,1390924800,6.170000
^,1390579200,6.180000
^,1390492800,6.210000
^,1390406400,6.230000
^,1390320000,6.250000
^,1390233600,6.210000
^,1389974400,6.250000
^,1389888000,6.200000
^,1389801600,6.240000
^,1389715200,6.230000
^,1389628800,6.280000
^,1389369600,6.240000
^,1389283200,6.210000
^,1389196800,6.260000
^,1389110400,6.270000
^,1389024000,6.280000
^,1388764800,6.250000
^,1388678400,6.260000
^,1388505600,6.220000
^,1388419200,6.210000
^,1388160000,6.230000
^,1387900800,6.200000
^,1387814400,6.150000
^,1387555200,6.070000
^,1387468800,6.010000
^,1387382400,5.940000
^,1387296000,5.890000
^,1386950400,5.850000
^,1386864000,5.920000
^,1386777600,5.950000
^,1386691200,5.910000
^,1386345600,5.930000
^,1386259200,5.980000
^,1386086400,5.960000
^,1386000000,5.980000
^,1385740800,5.990000
^,1385654400,6.020000
^,1385568000,5.980000
^,1385481600,6.040000
^,1385395200,6.020000
^,1385136000,5.970000
^,1385049600,6.010000
^,1384963200,5.950000
^,1384876800,5.970000
^,1384790400,5.930000
^,1384531200,5.950000
^,1384444800,5.990000
^,1384358400,5.950000
^,1384272000,5.970000
^,1384185600,5.980000
^,1383840000,6
^,1383753600,5.990000
^,1383667200,6
^,1383580800,5.980000
^,1383321600,6.010000
^,1383235200,5.990000
^,1383148800,6.020000
^,1383062400,6
^,1382976000,6.030000
^,1382716800,6.010000
^,1382630400,6
^,1382544000,5.960000
^,1382457600,5.930000
^,1382371200,5.960000
^,1382112000,5.870000
^,1382025600,5.880000
^,1381939200,5.840000
^,1381852800,5.820000
^,1381766400,5.790000
^,1381507200,5.820000
^,1381420800,5.740000
^,1381334400,5.700000
^,1381248000,5.730000
^,1380902400,5.700000
^,1380816000,5.740000
^,1380729600,5.730000
^,1380556800,5.740000
^,1380297600,5.850000
^,1380211200,5.800000
^,1380124800,5.770000
^,1380038400,5.820000
^,1379952000,5.810000
^,1379692800,5.820000
^,1379606400,5.790000
^,1379433600,5.840000
^,1379088000,5.910000
^,1379001600,5.930000
^,1378828800,5.870000
^,1378742400,5.810000
^,1378483200,5.800000
^,1378396800,5.770000
^,1378310400,5.780000
^,1378224000,5.710000
^,1377950400,5.636296
^,1377878400,5.690000
^,1377792000,5.710000
^,1377705600,5.640000
^,1377619200,5.630000
^,1377532800,5.660000
^,1377100800,5.620000
^,1377014400,5.640000
^,1376928000,5.650000
^,1376668800,5.710000
^,1376582400,5.700000
^,1376496000,5.720000
^,1376409600,5.800000
^,1376323200,5.790000
^,1376064000,5.780000
^,1375977600,5.940000
^,1375804800,6.020000
^,1375718400,5.960000
^,1375459200,5.840000
^,1375286400,5.750000
^,1375113600,5.700000
^,1374768000,5.640000
^,1374681600,5.660000
^,1374595200,5.620000
^,1374508800,5.590000
^,1374163200,5.560000
^,1374076800,5.530000
^,1373990400,5.520000
^,1373904000,5.470000
^,1373644800,5.450000
^,1373558400,5.520000
^,1373472000,5.650000
^,1373385600,5.550000
^,1373299200,5.500000
^,1372953600,5.470000
^,1372867200,5.540000
^,1372780800,5.450000
^,1372694400,5.350000
^,1372435200,5.440000
^,1372348800,5.310000
^,1372262400,5.360000
^,1372176000,5.300000
^,1372089600,5.410000
^,1371830400,5.530000
^,1371744000,5.410000
^,1371657600,5.450000
^,1371571200,5.340000
^,1371484800,5.320000
^,1371225600,5.380000
^,1371139200,5.130000
^,1371052800,5.250000
^,1370966400,5.310000
^,1370620800,5.320000
^,1370534400,5.370000
^,1370448000,5.470000
^,1370361600,5.510000
^,1370275200,5.480000
^,1370016000,5.440000
^,1369929600,5.490000
^,1369843200,5.570000
^,1369756800,5.470000
^,1369670400,5.420000
^,1369411200,5.500000
^,1369324800,5.610000
^,1368806400,5.720000
^,1368720000,5.660000
^,1368460800,5.670000
^,1368201600,5.610000
^,1368115200,5.640000
^,1368028800,5.610000
^,1367942400,5.590000
^,1367856000,5.660000
^,1367596800,5.570000
^,1367510400,5.630000
^,1367424000,5.600000
^,1367337600,5.580000
^,1367251200,5.490000
^,1366992000,5.460000
^,1366819200,5.470000
^,1366732800,5.430000
^,1366646400,5.360000
^,1366387200,5.400000
^,1366300800,5.350000
^,1366214400,5.390000
^,1366128000,5.410000
^,1366041600,5.360000
^,1365782400,5.370000
^,1365696000,5.380000
^,1365609600,5.450000
^,1365523200,5.430000
^,1365436800,5.420000
^,1365177600,5.490000
^,1365091200,5.430000
^,1364918400,5.450000
^,1364486400,5.470000
^,1364400000,5.450000
^,1364313600,5.420000
^,1364227200,5.400000
^,1363968000,5.350000
^,1363881600,5.360000
^,1363795200,5.370000
^,1363708800,5.330000
^,1363622400,5.360000
^,1363363200,5.400000
^,1363276800,5.370000
^,1363190400,5.360000
^,1363017600,5.480000
^,1362758400,5.460000
^,1362672000,5.450000
^,1362585600,5.420000
^,1362499200,5.380000
^,1362412800,5.390000
^,1362153600,5.410000
^,1362067200,5.450000
^,1361980800,5.440000
^,1361894400,5.410000
^,1361808000,5.490000
^,1361548800,5.460000
^,1361534400,5.412211
^,1361376000,5.510000
^,1361203200,5.490000
^,1360944000,5.430000
^,1360857600,5.480000
^,1360771200,5.390000
^,1360684800,5.370000
^,1360598400,5.400000
